BHID,FROM,TO,Au
11,72,73,0.275029394
11,73,74,0.160310583
11,74,75,0.168095737
11,75,76,0.135634705
11,76,77,0.093174137
11,77,78,0.196638394
11,78,79,0.729651001
11,79,80,0.518258296
11,80,81,0.218528274
11,85,86,0.010541014
11,115,116,0.010590505
11,116,117,0.010590505
12,3,4,0.010239237
12,31,32,0.010766216
12,36,37,0.010800903
12,38,39,0.01073972
12,46,47,0.010750755
12,47,48,0.010033829
12,55,56,0.010904058
12,56,57,0.295047874
12,57,58,0.756652946
12,58,59,0.995848088
12,59,60,1.584277203
12,60,61,0.867245077
12,61,62,1.64028817
12,62,63,0.408599275
12,63,64,1.773213682
12,64,65,1.627469216
12,65,66,0.938674961
12,66,67,1.801859955
12,67,68,0.893341323
12,68,69,1.311401851
12,69,70,2.432601352
12,70,71,2.082629942
12,71,72,0.661033691
12,72,73,0.189555983
12,78,79,0.010260133
12,84,85,0.010406496
12,88,89,0.010848815
12,104,105,0.010435911
12,111,112,0.010846343
13,4,5,0.010028584
13,11,12,0.010119834
13,24,25,0.010292715
13,43,44,0.010722399
13,48,49,0.514094273
13,49,50,1.351771575
13,50,51,1.83637871
13,51,52,1.139599802
13,52,53,1.139599802
13,53,54,0.828155691
13,54,55,0.781202656
13,55,56,1.281629365
13,56,57,0.608204071
13,57,58,0.692720237
13,58,59,0.813204121
13,59,60,0.728714701
13,60,61,1.129056491
13,61,62,1.968332367
13,62,63,1.306540651
13,63,64,0.581023519
13,64,65,0.120589147
13,75,76,0.010349096
13,76,77,0.010728574
14,23,24,0.010124396
14,34,35,0.010310932
14,37,38,0.010188892
14,38,39,0.010684477
14,40,41,0.446772992
14,41,42,1.338464833
14,42,43,2.33327808
14,43,44,4.580580331
14,44,45,2.843434635
14,45,46,3.864600836
14,46,47,3.636765545
14,47,48,2.331334359
14,48,49,6.181073736
14,49,50,5.206192591
14,50,51,2.736064845
14,51,52,1.08428801
14,59,60,0.010718401
14,62,63,0.010234645
14,74,75,0.010279109
14,91,92,0.01013783
15,0,1,0.010558496
15,1,2,0.010178502
15,13,14,0.010645169
15,22,23,0.010380857
15,34,35,0.256273929
15,35,36,0.533274056
15,36,37,1.145192265
15,37,38,1.391665039
15,38,39,1.904050311
15,39,40,1.196449343
15,40,41,0.785827411
15,41,42,0.6621669
15,42,43,1.484604876
15,43,44,1.242709082
15,44,45,2.245495793
15,45,46,1.272608511
15,46,47,0.908113189
15,59,60,0.010463773
15,69,70,0.010099235
16,2,3,0.01028982
16,3,4,0.010785695
16,13,14,0.010016926
16,24,25,0.01001448
16,26,27,0.010147659
16,30,31,0.183588382
16,31,32,0.362109618
16,32,33,0.362109618
16,33,34,0.270104083
16,34,35,0.14601934
16,35,36,0.164594583
16,36,37,0.220663359
16,37,38,0.329144735
16,38,39,0.561583549
16,39,40,1.287397064
16,40,41,0.761414014
16,41,42,0.924269869
16,42,43,1.941506562
16,43,44,1.578493025
16,44,45,1.297872853
16,45,46,0.448927578
16,68,69,0.010787733
16,70,71,0.010296807
17,12,13,0.010973042
17,23,24,0.010285567
17,28,29,0.010942198
17,29,30,0.155726319
17,30,31,0.327772929
17,31,32,0.344083403
17,32,33,0.175603722
17,33,34,0.234514326
17,34,35,0.234714476
17,35,36,0.236249365
17,36,37,0.314847117
17,37,38,0.279197741
17,38,39,0.49380889
17,39,40,0.306546691
17,40,41,0.532599103
17,41,42,0.453003164
17,42,43,0.232510644
17,53,54,0.010694821
17,56,57,0.010400111
17,57,58,0.010447583
17,64,65,0.010421518
18,2,3,0.010201724
18,4,5,0.010734366
18,5,6,0.010734366
18,13,14,0.010285726
18,18,19,0.010023375
18,30,31,0.01004624
18,39,40,0.010220878
18,42,43,0.010661713
18,49,50,0.219507594
18,50,51,0.403888322
18,51,52,1.204233687
18,52,53,0.534328126
18,53,54,1.84506816
18,54,55,1.515539195
18,55,56,1.397517097
18,56,57,0.628051054
18,57,58,0.911120479
18,58,59,0.965449905
18,59,60,2.53974822
18,60,61,2.593307972
18,61,62,0.919664875
18,62,63,1.122669677
18,66,67,0.010375309
18,68,69,0.010065179
18,71,72,0.010969314
18,77,78,0.010739553
18,81,82,0.010123191
18,83,84,0.010614934
18,91,92,0.010313275
19,5,6,0.010904062
19,20,21,0.010493166
19,27,28,0.010879312
19,31,32,0.01021785
19,35,36,0.010168629
19,48,49,0.010058729
19,51,52,0.015731235
19,52,53,0.502143345
19,53,54,0.410719845
19,54,55,0.191755012
19,55,56,0.225451099
19,56,57,0.345773688
19,57,58,0.164091185
19,58,59,0.151264563
19,59,60,0.151264563
19,60,61,0.402009741
19,61,62,0.336703929
19,62,63,0.313757516
19,66,67,0.010954986
19,77,78,0.010555571
19,89,90,0.010301509
2,23,24,0.010725415
2,27,28,0.010114225
2,32,33,0.010933618
2,55,56,0.580781098
2,56,57,2.080094801
2,57,58,1.422613624
2,58,59,1.321089744
2,59,60,0.550080669
2,60,61,0.479397113
2,61,62,0.888274573
2,62,63,2.457056257
2,63,64,1.561885523
2,64,65,0.581331754
2,65,66,1.026981627
2,66,67,1.310460602
2,67,68,0.699460357
2,68,69,1.961877828
2,69,70,1.056473698
2,70,71,0.921521477
2,71,72,0.589116519
2,72,73,1.365223675
2,73,74,1.294800384
2,74,75,0.434769867
2,75,76,0.370261735
2,76,77,0.12784642
2,94,95,0.010313003
20,9,10,0.010177208
20,23,24,0.010021122
20,37,38,0.010854032
20,38,39,0.010523921
20,41,42,0.010653974
20,44,45,0.010078314
20,46,47,0.010299247
20,47,48,0.11263873
20,48,49,0.246179558
20,49,50,0.187436754
20,50,51,0.160170789
20,51,52,0.166108631
20,52,53,0.167361807
20,53,54,0.213277659
20,54,55,0.307696614
20,55,56,0.341369435
20,56,57,0.184009978
20,57,58,0.184009978
20,58,59,0.063085492
20,59,60,0.010755158
20,67,68,0.010054875
20,71,72,0.010825875
20,78,79,0.010062431
20,79,80,0.010828074
21,0,1,0.010005224
21,10,11,0.010230216
21,17,18,0.010780694
21,24,25,0.010760147
21,40,41,0.010842657
21,42,43,0.166563513
21,43,44,0.385434535
21,44,45,0.385434535
21,45,46,0.796531199
21,46,47,0.479998726
21,47,48,0.221803572
21,48,49,0.381681656
21,49,50,0.325303398
21,50,51,0.245123111
21,51,52,0.116110681
21,52,53,0.153801126
21,53,54,0.071405807
21,66,67,0.010060395
21,82,83,0.010674659
21,84,85,0.010681351
21,91,92,0.010618131
21,98,99,0.010328104
22,1,2,0.010266147
22,9,10,0.010844348
22,23,24,0.010583955
22,35,36,0.01034271
22,37,38,0.010809195
22,42,43,0.164706582
22,43,44,0.351502414
22,44,45,0.578619214
22,45,46,0.237308665
22,46,47,0.170484005
22,47,48,0.190928322
22,48,49,0.138257513
22,49,50,0.289110677
22,50,51,0.289110677
22,51,52,0.380096618
22,52,53,0.313452295
22,53,54,0.740266775
22,60,61,0.01029373
22,84,85,0.010082162
23,1,2,0.01023066
23,3,4,0.010056545
23,7,8,0.010206445
23,24,25,0.010786635
23,25,26,0.010060176
23,38,39,0.010870533
23,40,41,0.010675751
23,42,43,0.094005471
23,43,44,0.242549523
23,44,45,0.221262301
23,45,46,0.304492598
23,46,47,0.237801021
23,47,48,0.309409388
23,48,49,0.387478758
23,49,50,0.531249006
23,50,51,0.386543411
23,51,52,1.119209755
23,52,53,0.65105527
23,53,54,1.930836715
23,54,55,3.148699467
23,55,56,2.143675801
23,67,68,0.010743396
24,2,3,0.010884174
24,4,5,0.010026425
24,7,8,0.010215877
24,11,12,0.010666461
24,27,28,0.010127754
24,37,38,0.010814208
24,43,44,0.165799019
24,44,45,1.264620488
24,45,46,1.67825528
24,46,47,0.764515285
24,47,48,0.484492828
24,48,49,0.621359394
24,49,50,1.272168214
24,50,51,2.035115248
24,51,52,1.825641314
24,52,53,1.851582335
24,53,54,1.927030063
24,54,55,4.578210494
24,55,56,4.246221378
24,56,57,1.083729905
24,57,58,0.657774099
24,63,64,0.010804991
25,8,9,0.010801839
25,38,39,0.010396066
25,41,42,0.221254266
25,42,43,0.852180013
25,43,44,0.825750788
25,44,45,1.053454928
25,45,46,1.191078156
25,46,47,2.005908509
25,47,48,2.669025141
25,48,49,1.778028453
25,49,50,3.339204483
25,50,51,3.617181025
25,51,52,8.795245576
25,52,53,2.859401394
25,53,54,1.147066309
25,66,67,0.010469017
25,67,68,0.01055393
25,70,71,0.010598016
25,73,74,0.010589924
25,74,75,0.010075434
25,77,78,0.010124439
25,82,83,0.010151191
25,84,85,0.010712911
25,86,87,0.010148181
25,87,88,0.01088707
25,88,89,0.010572179
26,0,1,0.010919001
26,12,13,0.010203539
26,30,31,0.010701623
26,36,37,0.798389153
26,37,38,1.066876084
26,38,39,0.484634873
26,39,40,0.629727634
26,40,41,0.726589958
26,41,42,0.623955629
26,42,43,0.493920987
26,43,44,1.55492613
26,44,45,0.944103235
26,45,46,0.762943805
26,46,47,1.845286075
26,49,50,0.010438408
26,57,58,0.010054575
27,5,6,0.010441246
27,12,13,0.010715976
27,19,20,0.010113069
27,49,50,0.824316657
27,50,51,1.577782831
27,51,52,0.758276624
27,52,53,0.879325783
27,57,58,0.010663032
27,66,67,0.010611531
28,23,24,0.010053823
28,27,28,0.010517053
28,34,35,0.010352427
28,47,48,0.010529905
28,49,50,0.892250673
28,50,51,0.385913511
28,51,52,0.646318877
28,52,53,0.515684424
28,53,54,0.254912015
28,59,60,0.010280451
28,62,63,0.010241225
28,69,70,0.010019835
28,72,73,0.010368371
29,1,2,0.010711846
29,9,10,0.010416078
29,14,15,0.010245726
29,15,16,0.010789977
29,24,25,0.010469511
29,28,29,0.010522832
29,40,41,0.425178848
29,41,42,0.929136949
29,42,43,0.342279543
29,43,44,0.792080664
29,44,45,0.080064993
29,45,46,0.010762273
29,57,58,0.010960135
3,1,2,0.010419166
3,3,4,0.010275361
3,7,8,0.010710407
3,9,10,0.010032394
3,25,26,0.010199655
3,52,53,0.236480775
3,53,54,0.826037231
3,54,55,0.803584873
3,55,56,1.132715492
3,56,57,1.057557543
3,57,58,1.372206159
3,58,59,1.824596433
3,59,60,1.875782564
3,60,61,3.088329099
3,61,62,0.791093811
3,62,63,1.831626665
3,63,64,1.302897604
3,64,65,1.243418424
3,65,66,1.021196961
3,66,67,1.071329179
3,67,68,1.759831015
3,68,69,0.440866469
3,69,70,0.422282225
3,70,71,0.475586129
3,71,72,0.315358614
3,74,75,0.01039238
3,81,82,0.010716916
3,82,83,0.010716916
30,5,6,0.010648734
30,14,15,0.010309084
30,23,24,0.010883291
30,25,26,0.010189243
30,27,28,0.010218046
30,28,29,0.147641398
30,29,30,0.269908518
30,30,31,0.306292577
30,31,32,0.464966913
30,32,33,1.157765472
30,33,34,0.824466994
30,34,35,0.276211094
30,50,51,0.010948336
31,5,6,0.010382019
31,6,7,0.010675848
31,12,13,0.010690354
31,19,20,0.010860364
31,26,27,0.090072004
31,27,28,0.099009893
31,28,29,0.291710356
31,29,30,0.226030937
31,30,31,0.085457143
31,42,43,0.010799488
31,51,52,0.010901703
32,5,6,0.010567443
32,11,12,0.01071434
32,18,19,0.010483661
32,29,30,0.188010292
32,30,31,0.347563256
32,31,32,0.313897117
32,32,33,0.141318001
32,33,34,0.198305601
32,34,35,0.258874272
32,39,40,0.010306252
33,30,31,0.107196607
33,31,32,0.632213478
33,32,33,0.234912001
33,33,34,0.674432347
33,34,35,1.176723098
33,35,36,1.672313739
33,36,37,1.235826664
33,37,38,0.682614295
33,47,48,0.010447112
33,50,51,0.010259352
34,13,14,0.010560132
34,21,22,0.010266692
34,27,28,0.089137598
34,28,29,0.530875025
34,29,30,0.561234437
34,30,31,1.578767264
34,31,32,0.756883246
34,32,33,0.756883246
34,33,34,1.662653383
34,34,35,0.496136852
34,35,36,0.412690979
34,36,37,1.025663854
34,37,38,1.680939377
34,38,39,1.361592567
34,39,40,0.356633544
34,43,44,0.010194682
34,53,54,0.010842857
34,60,61,0.01069879
35,6,7,0.010541504
35,10,11,0.010085967
35,20,21,0.010964597
35,25,26,0.141188305
35,26,27,0.257547812
35,27,28,1.118629684
35,28,29,1.740415086
35,29,30,0.695042294
35,30,31,0.939630496
35,31,32,0.798649909
35,32,33,0.010595204
35,37,38,0.010867276
35,42,43,0.010219229
35,43,44,0.010219229
35,49,50,0.010319108
36,2,3,0.010160318
36,13,14,0.010248304
36,21,22,0.153601818
36,22,23,0.268171099
36,23,24,0.895549234
36,24,25,0.737252051
36,25,26,0.700578379
36,26,27,0.580893252
36,27,28,2.04673328
36,28,29,2.488649042
36,29,30,0.784888342
36,39,40,0.010601155
36,45,46,0.01085332
36,48,49,0.010860019
37,12,13,0.010142386
37,18,19,0.010098642
37,35,36,0.010128927
37,44,45,1.218200341
37,45,46,1.534232721
37,46,47,1.703242368
37,47,48,1.196876944
37,48,49,0.253645977
37,60,61,0.010508915
38,7,8,0.010204509
38,9,10,0.010953236
38,32,33,0.010830805
38,35,36,0.010665754
38,41,42,0.01006584
38,42,43,0.223316659
38,43,44,1.509928181
38,44,45,4.058966563
38,45,46,2.340112043
38,46,47,2.666193661
38,47,48,1.091213312
38,48,49,0.194568477
38,49,50,0.194568477
38,51,52,0.010742183
38,52,53,0.010080544
38,63,64,0.010806137
39,10,11,0.01062297
39,15,16,0.010862388
39,31,32,0.010518948
39,34,35,0.875823736
39,35,36,0.875823736
39,36,37,1.351200839
39,37,38,0.568293584
39,38,39,0.802439481
39,39,40,0.887891383
39,40,41,0.752180235
39,41,42,0.19384008
39,53,54,0.0104141
4,11,12,0.010166442
4,16,17,0.010593341
4,36,37,0.010979844
4,39,40,0.010122699
4,45,46,1.462032688
4,46,47,2.055860346
4,47,48,4.446125754
4,48,49,4.056484858
4,49,50,5.42300614
4,50,51,2.940703093
4,51,52,3.23374756
4,52,53,2.771935188
4,53,54,1.949399819
4,54,55,1.365987991
4,55,56,1.88541531
4,56,57,3.349960652
4,57,58,1.867262604
4,58,59,2.056474235
4,59,60,1.401047358
4,60,61,1.236767499
4,61,62,0.597620417
4,62,63,0.909412904
4,63,64,0.424296384
4,64,65,0.52532106
4,65,66,0.91429052
4,66,67,0.65524545
4,67,68,0.699645193
4,68,69,1.332602837
4,69,70,0.556900488
4,70,71,0.244239908
4,73,74,0.010172018
4,79,80,0.010895436
4,97,98,0.01029434
40,24,25,1.411617727
40,25,26,1.187273545
40,26,27,1.317752034
40,27,28,1.629359055
40,28,29,0.311722415
40,44,45,0.010269997
41,1,2,0.010153251
41,15,16,0.669186353
41,16,17,0.954428859
41,17,18,0.55691371
41,18,19,1.326009253
41,19,20,0.732131388
41,20,21,0.431231426
41,33,34,0.01044287
41,36,37,0.010919724
41,37,38,0.010753253
42,9,10,1.350818222
42,10,11,0.941190702
42,11,12,0.331716331
42,12,13,0.785737549
42,13,14,0.328781461
42,14,15,1.27543943
42,15,16,0.288322031
42,17,18,0.010523702
42,27,28,0.010891407
43,7,8,0.291727637
43,8,9,1.109202535
43,9,10,0.710553596
43,10,11,0.5631559
43,11,12,0.718454932
43,12,13,0.284055766
43,13,14,0.119903985
43,33,34,0.010691605
44,4,5,0.010791944
44,8,9,0.111192963
44,9,10,0.344057151
44,10,11,0.412021367
44,11,12,0.190817024
44,12,13,0.147094962
44,13,14,0.168583235
44,14,15,0.058281739
44,21,22,0.010272716
45,3,4,0.01061064
45,5,6,0.010332232
45,10,11,0.233433717
45,11,12,0.250830843
45,12,13,0.250830843
45,13,14,0.075124
45,14,15,0.091711564
45,15,16,0.081800856
45,31,32,0.010364972
46,11,12,0.102829379
46,12,13,0.306031788
46,13,14,0.114071139
46,14,15,0.189618011
46,15,16,0.12181785
46,20,21,0.010565296
47,2,3,0.010184605
47,4,5,0.010764395
47,9,10,0.122333583
47,10,11,0.177489487
47,11,12,0.112732514
47,12,13,0.295437078
47,13,14,0.212065964
47,22,23,0.010192561
47,25,26,0.010674888
47,32,33,0.010805773
5,11,12,0.010754554
5,13,14,0.010895031
5,15,16,0.010712283
5,28,29,0.334450547
5,29,30,0.867853168
5,30,31,1.873454982
5,31,32,2.061336049
5,32,33,1.562447419
5,33,34,2.962387112
5,34,35,3.886856371
5,35,36,3.991056968
5,36,37,1.770189884
5,37,38,2.478760384
5,38,39,0.745396066
5,39,40,1.06577191
5,40,41,0.798675507
5,41,42,0.923707095
5,42,43,1.951537552
5,43,44,1.951537552
5,44,45,1.543006398
5,45,46,2.137762006
5,46,47,1.259831006
5,47,48,0.879439539
5,48,49,0.204133436
5,57,58,0.010778616
5,67,68,0.010241663
6,13,14,0.010039289
6,22,23,0.010202119
6,23,24,0.520237159
6,24,25,0.443305589
6,25,26,0.657975317
6,26,27,0.792938281
6,27,28,1.696105906
6,28,29,0.94432187
6,29,30,2.23746563
6,30,31,2.863154818
6,31,32,5.20918545
6,32,33,6.699607215
6,33,34,10.57219562
6,34,35,3.394177623
6,35,36,6.635387709
6,36,37,6.925632613
6,37,38,6.430887798
6,38,39,1.629343609
6,39,40,2.252086996
6,40,41,2.486791387
6,41,42,2.105816377
6,63,64,0.010402322
6,67,68,0.010239752
7,18,19,0.010247773
7,22,23,0.589227542
7,23,24,1.647684139
7,24,25,1.135578258
7,25,26,0.622256601
7,26,27,0.435933962
7,27,28,0.684703042
7,28,29,0.467747752
7,29,30,0.376346002
7,30,31,0.655109082
7,31,32,0.351401196
7,32,33,0.148368105
7,33,34,0.351872143
7,34,35,0.303838916
7,35,36,0.553032732
7,36,37,0.463045064
7,37,38,0.649167524
7,38,39,0.59631346
7,39,40,1.596245134
7,40,41,1.069791987
7,41,42,1.55837679
7,42,43,2.742346388
7,43,44,3.073473023
7,44,45,2.434794941
7,45,46,2.252731433
7,46,47,2.050926265
7,47,48,0.248033327
7,53,54,0.010508594
7,56,57,0.01076276
7,58,59,0.010211686
7,64,65,0.010947535
7,67,68,0.010529404
7,70,71,0.010718102
8,20,21,0.010643064
8,21,22,0.175997804
8,22,23,0.316677123
8,23,24,0.373799228
8,24,25,0.204907115
8,25,26,0.301673673
8,26,27,0.176968505
8,27,28,0.279117064
8,28,29,0.297680356
8,29,30,1.134018422
8,30,31,1.242357905
8,31,32,3.569355331
8,32,33,1.029672625
8,33,34,1.099657887
8,34,35,6.111165452
8,35,36,5.007034882
8,36,37,7.368895274
8,37,38,5.75868356
8,38,39,1.933110222
8,39,40,3.694606302
8,40,41,2.096506651
8,41,42,2.134181413
8,42,43,1.546387661
8,43,44,1.546387661
8,44,45,2.473100088
8,45,46,0.798308097
8,46,47,1.7174462
8,47,48,0.765346658
8,48,49,0.597335247
9,15,16,0.010501026
9,23,24,0.691847668
9,24,25,1.697597506
9,25,26,1.177227891
9,26,27,1.414907475
9,27,28,1.054918149
9,28,29,1.843969952
9,29,30,1.593065281
9,30,31,2.564865473
9,31,32,5.590199638
9,32,33,5.729245233
9,33,34,3.558974708
9,34,35,5.888902809
9,35,36,4.780696274
9,36,37,2.992174259
9,37,38,2.966894254
9,38,39,1.975372267
9,39,40,1.893536662
9,40,41,1.436487489
9,41,42,1.341281942
9,42,43,0.610769134
9,46,47,0.010846044
9,55,56,0.010427633
