BHID,FROM,TO,Au
10,79,80,0
10,80,81,0
10,81,82,0
10,82,83,0
10,83,84,0
10,84,85,0
10,85,86,0
10,86,87,0
10,87,88,0
10,88,89,0
10,89,90,0
10,90,91,0
10,91,92,0
10,92,93,0
10,93,94,0
10,94,95,0
10,95,96,0
10,96,97,0
10,97,98,0
10,98,99,0
10,99,100,0
10,100,101,0
10,101,102,0
10,102,103,0
10,103,104,0
10,104,105,0
10,105,106,0
10,106,107,0
10,107,108,0
10,108,109,0
10,109,110,0
10,110,111,0
10,111,112,0
10,112,113,0
12,0,1,0
12,1,2,0
12,2,3,0
12,3,4,0
12,4,5,0
12,5,6,0
12,6,7,0
12,7,8,0
12,8,9,0
12,9,10,0
12,10,11,0
12,11,12,0
12,12,13,0
12,13,14,0
12,14,15,0
12,15,16,0
12,16,17,0
12,17,18,0
12,18,19,0
12,19,20,0
12,20,21,0
12,21,22,0
12,22,23,0
12,23,24,0
12,24,25,0
12,25,26,0
12,26,27,0
12,27,28,0
12,28,29,0
12,29,30,0
12,30,31,0
12,31,32,0
12,32,33,0
12,33,34,0
12,34,35,0
12,35,36,0
12,36,37,0
12,37,38,0
12,38,39,0
12,39,40,0
12,40,41,0
12,41,42,0
12,42,43,0
12,43,44,0
12,44,45,0
12,45,46,0
12,46,47,0
12,47,48,0
12,48,49,0
12,49,50,0
12,50,51,0
12,51,52,0
12,52,53,0
12,53,54,0
12,54,55,0
12,55,56,0
12,56,57,0.295047874
12,57,58,0.756652946
12,58,59,0.995848088
12,59,60,1.584277203
12,60,61,0.867245077
12,61,62,1.64028817
12,62,63,0.408599275
12,63,64,1.773213682
12,64,65,1.627469216
12,65,66,0.938674961
12,66,67,1.801859955
12,67,68,0.893341323
12,68,69,1.311401851
12,69,70,2.432601352
12,70,71,2.082629942
12,71,72,0.661033691
12,72,73,0.189555983
12,73,74,0
12,74,75,0
12,75,76,0
12,76,77,0
12,77,78,0
12,78,79,0
12,79,80,0
12,80,81,0
12,81,82,0
12,82,83,0
12,83,84,0
12,84,85,0
12,85,86,0
12,86,87,0
12,87,88,0
12,88,89,0
12,89,90,0
12,90,91,0
12,91,92,0
12,92,93,0
12,93,94,0
12,94,95,0
12,95,96,0
12,96,97,0
12,97,98,0
12,98,99,0
12,99,100,0
12,100,101,0
12,101,102,0
12,102,103,0
12,103,104,0
12,104,105,0
12,105,106,0
12,106,107,0
12,107,108,0
12,108,109,0
12,109,110,0
12,110,111,0
12,111,112,0
12,112,113,0
12,113,114,0
13,0,1,0
13,1,2,0
13,2,3,0
13,3,4,0
13,4,5,0
13,5,6,0
13,6,7,0
13,7,8,0
13,8,9,0
13,9,10,0
13,10,11,0
13,11,12,0
13,12,13,0
13,13,14,0
13,14,15,0
13,15,16,0
13,16,17,0
13,17,18,0
13,18,19,0
13,19,20,0
13,20,21,0
13,21,22,0
13,22,23,0
13,23,24,0
13,24,25,0
13,25,26,0
13,26,27,0
13,27,28,0
13,28,29,0
13,29,30,0
13,30,31,0
13,31,32,0
13,32,33,0
13,33,34,0
13,34,35,0
13,35,36,0
13,36,37,0
13,37,38,0
13,38,39,0
13,39,40,0
13,40,41,0
13,41,42,0
13,42,43,0
13,43,44,0
13,44,45,0
13,45,46,0
13,46,47,0
13,47,48,0
13,48,49,0.514094273
13,49,50,1.351771575
13,50,51,1.83637871
13,51,52,1.139599802
13,52,53,1.139599802
13,53,54,0.828155691
13,54,55,0.781202656
13,55,56,1.281629365
13,56,57,0.608204071
13,57,58,0.692720237
13,58,59,0.813204121
13,59,60,0.728714701
13,60,61,1.129056491
13,61,62,1.968332367
13,62,63,1.306540651
13,63,64,0.581023519
13,64,65,0.120589147
13,65,66,0
13,66,67,0
13,67,68,0
13,68,69,0
13,69,70,0
13,70,71,0
13,71,72,0
13,72,73,0
13,73,74,0
13,74,75,0
13,75,76,0
13,76,77,0
13,77,78,0
13,78,79,0
13,79,80,0
13,80,81,0
13,81,82,0
13,82,83,0
13,83,84,0
13,84,85,0
13,85,86,0
13,86,87,0
13,87,88,0
13,88,89,0
13,89,90,0
13,90,91,0
13,91,92,0
13,92,93,0
13,93,94,0
13,94,95,0
13,95,96,0
13,96,97,0
13,97,98,0
15,0,1,0
15,1,2,0
15,2,3,0
15,3,4,0
15,4,5,0
15,5,6,0
15,6,7,0
15,7,8,0
15,8,9,0
15,9,10,0
15,10,11,0
15,11,12,0
15,12,13,0
15,13,14,0
15,14,15,0
15,15,16,0
15,16,17,0
15,17,18,0
15,18,19,0
15,19,20,0
15,20,21,0
15,21,22,0
15,22,23,0
15,23,24,0
15,24,25,0
15,25,26,0
15,26,27,0
15,27,28,0
15,28,29,0
15,29,30,0
15,30,31,0
15,31,32,0
15,32,33,0
15,33,34,0
15,34,35,0.256273929
15,35,36,0.533274056
15,36,37,1.145192265
15,37,38,1.391665039
15,38,39,1.904050311
15,39,40,1.196449343
15,40,41,0.785827411
15,41,42,0.6621669
15,42,43,1.484604876
15,43,44,1.242709082
15,44,45,2.245495793
15,45,46,1.272608511
15,46,47,0.908113189
15,47,48,0
15,48,49,0
15,49,50,0
15,50,51,0
15,51,52,0
15,52,53,0
15,53,54,0
15,54,55,0
15,55,56,0
15,56,57,0
15,57,58,0
15,58,59,0
15,59,60,0
15,60,61,0
15,61,62,0
15,62,63,0
15,63,64,0
15,64,65,0
15,65,66,0
15,66,67,0
15,67,68,0
15,68,69,0
15,69,70,0
15,70,71,0
15,71,72,0
15,72,73,0
15,73,74,0
15,74,75,0
15,75,76,0
15,76,77,0
17,0,1,0
17,1,2,0
17,2,3,0
17,3,4,0
17,4,5,0
17,5,6,0
17,6,7,0
17,7,8,0
17,8,9,0
17,9,10,0
17,10,11,0
17,11,12,0
17,12,13,0
17,13,14,0
17,14,15,0
17,15,16,0
17,16,17,0
17,17,18,0
17,18,19,0
17,19,20,0
17,20,21,0
17,21,22,0
17,22,23,0
17,23,24,0
17,24,25,0
17,25,26,0
17,26,27,0
17,27,28,0
17,28,29,0
17,29,30,0.155726319
17,30,31,0.327772929
17,31,32,0.344083403
17,32,33,0.175603722
17,33,34,0.234514326
17,34,35,0.234714476
17,35,36,0.236249365
17,36,37,0.314847117
17,37,38,0.279197741
17,38,39,0.49380889
17,39,40,0.306546691
17,40,41,0.532599103
17,41,42,0.453003164
17,42,43,0.232510644
17,43,44,0
17,44,45,0
17,45,46,0
17,46,47,0
17,47,48,0
17,48,49,0
17,49,50,0
17,50,51,0
17,51,52,0
17,52,53,0
17,53,54,0
17,54,55,0
17,55,56,0
17,56,57,0
17,57,58,0
17,58,59,0
17,59,60,0
17,60,61,0
17,61,62,0
17,62,63,0
17,63,64,0
17,64,65,0
17,65,66,0
17,66,67,0
19,0,1,0
19,1,2,0
19,2,3,0
19,3,4,0
19,4,5,0
19,5,6,0
19,6,7,0
19,7,8,0
19,8,9,0
19,9,10,0
19,10,11,0
19,11,12,0
19,12,13,0
19,13,14,0
19,14,15,0
19,15,16,0
19,16,17,0
19,17,18,0
19,18,19,0
19,19,20,0
19,20,21,0
19,21,22,0
19,22,23,0
19,23,24,0
19,24,25,0
19,25,26,0
19,26,27,0
19,27,28,0
19,28,29,0
19,29,30,0
19,30,31,0
19,31,32,0
19,32,33,0
19,33,34,0
19,34,35,0
19,35,36,0
19,36,37,0
19,37,38,0
19,38,39,0
19,39,40,0
19,40,41,0
19,41,42,0
19,42,43,0
19,43,44,0
19,44,45,0
19,45,46,0
19,46,47,0
19,47,48,0
19,48,49,0
19,49,50,0
19,50,51,0
19,51,52,0.015731235
19,52,53,0.502143345
19,53,54,0.410719845
19,54,55,0.191755012
19,55,56,0.225451099
19,56,57,0.345773688
19,57,58,0.164091185
19,58,59,0.151264563
19,59,60,0.151264563
19,60,61,0.402009741
19,61,62,0.336703929
19,62,63,0.313757516
19,63,64,0
19,64,65,0
19,65,66,0
19,66,67,0
19,67,68,0
19,68,69,0
19,69,70,0
19,70,71,0
19,71,72,0
19,72,73,0
19,73,74,0
19,74,75,0
19,75,76,0
19,76,77,0
19,77,78,0
19,78,79,0
19,79,80,0
19,80,81,0
19,81,82,0
19,82,83,0
19,83,84,0
19,84,85,0
19,85,86,0
19,86,87,0
19,87,88,0
19,88,89,0
19,89,90,0
19,90,91,0
21,0,1,0
21,1,2,0
21,2,3,0
21,3,4,0
21,4,5,0
21,5,6,0
21,6,7,0
21,7,8,0
21,8,9,0
21,9,10,0
21,10,11,0
21,11,12,0
21,12,13,0
21,13,14,0
21,14,15,0
21,15,16,0
21,16,17,0
21,17,18,0
21,18,19,0
21,19,20,0
21,20,21,0
21,21,22,0
21,22,23,0
21,23,24,0
21,24,25,0
21,25,26,0
21,26,27,0
21,27,28,0
21,28,29,0
21,29,30,0
21,30,31,0
21,31,32,0
21,32,33,0
21,33,34,0
21,34,35,0
21,35,36,0
21,36,37,0
21,37,38,0
21,38,39,0
21,39,40,0
21,40,41,0
21,41,42,0
21,42,43,0.166563513
21,43,44,0.385434535
21,44,45,0.385434535
21,45,46,0.796531199
21,46,47,0.479998726
21,47,48,0.221803572
21,48,49,0.381681656
21,49,50,0.325303398
21,50,51,0.245123111
21,51,52,0.116110681
21,52,53,0.153801126
21,53,54,0.071405807
21,54,55,0
21,55,56,0
21,56,57,0
21,57,58,0
21,58,59,0
21,59,60,0
21,60,61,0
21,61,62,0
21,62,63,0
21,63,64,0
21,64,65,0
21,65,66,0
21,66,67,0
21,67,68,0
21,68,69,0
21,69,70,0
21,70,71,0
21,71,72,0
21,72,73,0
21,73,74,0
21,74,75,0
21,75,76,0
21,76,77,0
21,77,78,0
21,78,79,0
21,79,80,0
21,80,81,0
21,81,82,0
21,82,83,0
21,83,84,0
21,84,85,0
21,85,86,0
21,86,87,0
21,87,88,0
21,88,89,0
21,89,90,0
21,90,91,0
21,91,92,0
21,92,93,0
21,93,94,0
21,94,95,0
21,95,96,0
21,96,97,0
21,97,98,0
21,98,99,0
23,0,1,0
23,1,2,0
23,2,3,0
23,3,4,0
23,4,5,0
23,5,6,0
23,6,7,0
23,7,8,0
23,8,9,0
23,9,10,0
23,10,11,0
23,11,12,0
23,12,13,0
23,13,14,0
23,14,15,0
23,15,16,0
23,16,17,0
23,17,18,0
23,18,19,0
23,19,20,0
23,20,21,0
23,21,22,0
23,22,23,0
23,23,24,0
23,24,25,0
23,25,26,0
23,26,27,0
23,27,28,0
23,28,29,0
23,29,30,0
23,30,31,0
23,31,32,0
23,32,33,0
23,33,34,0
23,34,35,0
23,35,36,0
23,36,37,0
23,37,38,0
23,38,39,0
23,39,40,0
23,40,41,0
23,41,42,0
23,42,43,0.094005471
23,43,44,0.242549523
23,44,45,0.221262301
23,45,46,0.304492598
23,46,47,0.237801021
23,47,48,0.309409388
23,48,49,0.387478758
23,49,50,0.531249006
23,50,51,0.386543411
23,51,52,1.119209755
23,52,53,0.65105527
23,53,54,1.930836715
23,54,55,3.148699467
23,55,56,2.143675801
23,56,57,0
23,57,58,0
23,58,59,0
23,59,60,0
23,60,61,0
23,61,62,0
23,62,63,0
23,63,64,0
23,64,65,0
23,65,66,0
23,66,67,0
23,67,68,0
23,68,69,0
23,69,70,0
23,70,71,0
23,71,72,0
23,72,73,0
23,73,74,0
23,74,75,0
23,75,76,0
23,76,77,0
23,77,78,0
23,78,79,0
23,79,80,0
23,80,81,0
23,81,82,0
23,82,83,0
23,83,84,0
25,0,1,0
25,1,2,0
25,2,3,0
25,3,4,0
25,4,5,0
25,5,6,0
25,6,7,0
25,7,8,0
25,8,9,0
25,9,10,0
25,10,11,0
25,11,12,0
25,12,13,0
25,13,14,0
25,14,15,0
25,15,16,0
25,16,17,0
25,17,18,0
25,18,19,0
25,19,20,0
25,20,21,0
25,21,22,0
25,22,23,0
25,23,24,0
25,24,25,0
25,25,26,0
25,26,27,0
25,27,28,0
25,28,29,0
25,29,30,0
25,30,31,0
25,31,32,0
25,32,33,0
25,33,34,0
25,34,35,0
25,35,36,0
25,36,37,0
25,37,38,0
25,38,39,0
25,39,40,0
25,40,41,0
25,41,42,0.221254266
25,42,43,0.852180013
25,43,44,0.825750788
25,44,45,1.053454928
25,45,46,1.191078156
25,46,47,2.005908509
25,47,48,2.669025141
25,48,49,1.778028453
25,49,50,3.339204483
25,50,51,3.617181025
25,51,52,8.795245576
25,52,53,2.859401394
25,53,54,1.147066309
25,54,55,0
25,55,56,0
25,56,57,0
25,57,58,0
25,58,59,0
25,59,60,0
25,60,61,0
25,61,62,0
25,62,63,0
25,63,64,0
25,64,65,0
25,65,66,0
25,66,67,0
25,67,68,0
25,68,69,0
25,69,70,0
25,70,71,0
25,71,72,0
25,72,73,0
25,73,74,0
25,74,75,0
25,75,76,0
25,76,77,0
25,77,78,0
25,78,79,0
25,79,80,0
25,80,81,0
25,81,82,0
25,82,83,0
25,83,84,0
25,84,85,0
25,85,86,0
25,86,87,0
25,87,88,0
25,88,89,0
25,89,90,0
25,90,91,0
25,91,92,0
25,92,93,0
25,93,94,0
25,94,95,0
27,0,1,0
27,1,2,0
27,2,3,0
27,3,4,0
27,4,5,0
27,5,6,0
27,6,7,0
27,7,8,0
27,8,9,0
27,9,10,0
27,10,11,0
27,11,12,0
27,12,13,0
27,13,14,0
27,14,15,0
27,15,16,0
27,16,17,0
27,17,18,0
27,18,19,0
27,19,20,0
27,20,21,0
27,21,22,0
27,22,23,0
27,23,24,0
27,24,25,0
27,25,26,0
27,26,27,0
27,27,28,0
27,28,29,0
27,29,30,0
27,30,31,0
27,31,32,0
27,32,33,0
27,33,34,0
27,34,35,0
27,35,36,0
27,36,37,0
27,37,38,0
27,38,39,0
27,39,40,0
27,40,41,0
27,41,42,0
27,42,43,0
27,43,44,0
27,44,45,0
27,45,46,0
27,46,47,0
27,47,48,0
27,48,49,0
27,49,50,0.824316657
27,50,51,1.577782831
27,51,52,0.758276624
27,52,53,0.879325783
27,53,54,0
27,54,55,0
27,55,56,0
27,56,57,0
27,57,58,0
27,58,59,0
27,59,60,0
27,60,61,0
27,61,62,0
27,62,63,0
27,63,64,0
27,64,65,0
27,65,66,0
27,66,67,0
27,67,68,0
27,68,69,0
27,69,70,0
27,70,71,0
27,71,72,0
27,72,73,0
27,73,74,0
27,74,75,0
27,75,76,0
27,76,77,0
27,77,78,0
27,78,79,0
27,79,80,0
27,80,81,0
27,81,82,0
29,0,1,0
29,1,2,0
29,2,3,0
29,3,4,0
29,4,5,0
29,5,6,0
29,6,7,0
29,7,8,0
29,8,9,0
29,9,10,0
29,10,11,0
29,11,12,0
29,12,13,0
29,13,14,0
29,14,15,0
29,15,16,0
29,16,17,0
29,17,18,0
29,18,19,0
29,19,20,0
29,20,21,0
29,21,22,0
29,22,23,0
29,23,24,0
29,24,25,0
29,25,26,0
29,26,27,0
29,27,28,0
29,28,29,0
29,29,30,0
29,30,31,0
29,31,32,0
29,32,33,0
29,33,34,0
29,34,35,0
29,35,36,0
29,36,37,0
29,37,38,0
29,38,39,0
29,39,40,0
29,40,41,0.425178848
29,41,42,0.929136949
29,42,43,0.342279543
29,43,44,0.792080664
29,44,45,0.080064993
29,45,46,0
29,46,47,0
29,47,48,0
29,48,49,0
29,49,50,0
29,50,51,0
29,51,52,0
29,52,53,0
29,53,54,0
29,54,55,0
29,55,56,0
29,56,57,0
29,57,58,0
29,58,59,0
29,59,60,0
29,60,61,0
29,61,62,0
29,62,63,0
3,0,1,0
3,1,2,0
3,2,3,0
3,3,4,0
3,4,5,0
3,5,6,0
3,6,7,0
3,7,8,0
3,8,9,0
3,9,10,0
3,10,11,0
3,11,12,0
3,12,13,0
3,13,14,0
3,14,15,0
3,15,16,0
3,16,17,0
3,17,18,0
3,18,19,0
3,19,20,0
3,20,21,0
3,21,22,0
3,22,23,0
3,23,24,0
3,24,25,0
3,25,26,0
3,26,27,0
3,27,28,0
3,28,29,0
3,29,30,0
3,30,31,0
3,31,32,0
3,32,33,0
3,33,34,0
3,34,35,0
3,35,36,0
3,36,37,0
3,37,38,0
3,38,39,0
3,39,40,0
3,40,41,0
3,41,42,0
3,42,43,0
3,43,44,0
3,44,45,0
3,45,46,0
3,46,47,0
3,47,48,0
3,48,49,0
3,49,50,0
3,50,51,0
3,51,52,0
3,52,53,0.236480775
3,53,54,0.826037231
3,54,55,0.803584873
3,55,56,1.132715492
3,56,57,1.057557543
3,57,58,1.372206159
3,58,59,1.824596433
3,59,60,1.875782564
3,60,61,3.088329099
3,61,62,0.791093811
3,62,63,1.831626665
3,63,64,1.302897604
3,64,65,1.243418424
3,65,66,1.021196961
3,66,67,1.071329179
3,67,68,1.759831015
3,68,69,0.440866469
3,69,70,0.422282225
3,70,71,0.475586129
3,71,72,0.315358614
3,72,73,0
3,73,74,0
3,74,75,0
3,75,76,0
3,76,77,0
3,77,78,0
3,78,79,0
3,79,80,0
3,80,81,0
3,81,82,0
3,82,83,0
3,83,84,0
3,84,85,0
3,85,86,0
3,86,87,0
3,87,88,0
3,88,89,0
31,0,1,0
31,1,2,0
31,2,3,0
31,3,4,0
31,4,5,0
31,5,6,0
31,6,7,0
31,7,8,0
31,8,9,0
31,9,10,0
31,10,11,0
31,11,12,0
31,12,13,0
31,13,14,0
31,14,15,0
31,15,16,0
31,16,17,0
31,17,18,0
31,18,19,0
31,19,20,0
31,20,21,0
31,21,22,0
31,22,23,0
31,23,24,0
31,24,25,0
31,25,26,0
31,26,27,0.090072004
31,27,28,0.099009893
31,28,29,0.291710356
31,29,30,0.226030937
31,30,31,0.085457143
31,31,32,0
31,32,33,0
31,33,34,0
31,34,35,0
31,35,36,0
31,36,37,0
31,37,38,0
31,38,39,0
31,39,40,0
31,40,41,0
31,41,42,0
31,42,43,0
31,43,44,0
31,44,45,0
31,45,46,0
31,46,47,0
31,47,48,0
31,48,49,0
31,49,50,0
31,50,51,0
31,51,52,0
33,0,1,0
33,1,2,0
33,2,3,0
33,3,4,0
33,4,5,0
33,5,6,0
33,6,7,0
33,7,8,0
33,8,9,0
33,9,10,0
33,10,11,0
33,11,12,0
33,12,13,0
33,13,14,0
33,14,15,0
33,15,16,0
33,16,17,0
33,17,18,0
33,18,19,0
33,19,20,0
33,20,21,0
33,21,22,0
33,22,23,0
33,23,24,0
33,24,25,0
33,25,26,0
33,26,27,0
33,27,28,0
33,28,29,0
33,29,30,0
33,30,31,0.107196607
33,31,32,0.632213478
33,32,33,0.234912001
33,33,34,0.674432347
33,34,35,1.176723098
33,35,36,1.672313739
33,36,37,1.235826664
33,37,38,0.682614295
33,38,39,0
33,39,40,0
33,40,41,0
33,41,42,0
33,42,43,0
33,43,44,0
33,44,45,0
33,45,46,0
33,46,47,0
33,47,48,0
33,48,49,0
33,49,50,0
33,50,51,0
33,51,52,0
33,52,53,0
33,53,54,0
33,54,55,0
33,55,56,0
33,56,57,0
33,57,58,0
33,58,59,0
33,59,60,0
33,60,61,0
33,61,62,0
33,62,63,0
33,63,64,0
33,64,65,0
33,65,66,0
35,0,1,0
35,1,2,0
35,2,3,0
35,3,4,0
35,4,5,0
35,5,6,0
35,6,7,0
35,7,8,0
35,8,9,0
35,9,10,0
35,10,11,0
35,11,12,0
35,12,13,0
35,13,14,0
35,14,15,0
35,15,16,0
35,16,17,0
35,17,18,0
35,18,19,0
35,19,20,0
35,20,21,0
35,21,22,0
35,22,23,0
35,23,24,0
35,24,25,0
35,25,26,0.141188305
35,26,27,0.257547812
35,27,28,1.118629684
35,28,29,1.740415086
35,29,30,0.695042294
35,30,31,0.939630496
35,31,32,0.798649909
35,32,33,0
35,33,34,0
35,34,35,0
35,35,36,0
35,36,37,0
35,37,38,0
35,38,39,0
35,39,40,0
35,40,41,0
35,41,42,0
35,42,43,0
35,43,44,0
35,44,45,0
35,45,46,0
35,46,47,0
35,47,48,0
35,48,49,0
35,49,50,0
35,50,51,0
35,51,52,0
35,52,53,0
35,53,54,0
37,0,1,0
37,1,2,0
37,2,3,0
37,3,4,0
37,4,5,0
37,5,6,0
37,6,7,0
37,7,8,0
37,8,9,0
37,9,10,0
37,10,11,0
37,11,12,0
37,12,13,0
37,13,14,0
37,14,15,0
37,15,16,0
37,16,17,0
37,17,18,0
37,18,19,0
37,19,20,0
37,20,21,0
37,21,22,0
37,22,23,0
37,23,24,0
37,24,25,0
37,25,26,0
37,26,27,0
37,27,28,0
37,28,29,0
37,29,30,0
37,30,31,0
37,31,32,0
37,32,33,0
37,33,34,0
37,34,35,0
37,35,36,0
37,36,37,0
37,37,38,0
37,38,39,0
37,39,40,0
37,40,41,0
37,41,42,0
37,42,43,0
37,43,44,0
37,44,45,1.218200341
37,45,46,1.534232721
37,46,47,1.703242368
37,47,48,1.196876944
37,48,49,0.253645977
37,49,50,0
37,50,51,0
37,51,52,0
37,52,53,0
37,53,54,0
37,54,55,0
37,55,56,0
37,56,57,0
37,57,58,0
37,58,59,0
37,59,60,0
37,60,61,0
37,61,62,0
37,62,63,0
37,63,64,0
37,64,65,0
37,65,66,0
37,66,67,0
37,67,68,0
37,68,69,0
39,0,1,0
39,1,2,0
39,2,3,0
39,3,4,0
39,4,5,0
39,5,6,0
39,6,7,0
39,7,8,0
39,8,9,0
39,9,10,0
39,10,11,0
39,11,12,0
39,12,13,0
39,13,14,0
39,14,15,0
39,15,16,0
39,16,17,0
39,17,18,0
39,18,19,0
39,19,20,0
39,20,21,0
39,21,22,0
39,22,23,0
39,23,24,0
39,24,25,0
39,25,26,0
39,26,27,0
39,27,28,0
39,28,29,0
39,29,30,0
39,30,31,0
39,31,32,0
39,32,33,0
39,33,34,0
39,34,35,0.875823736
39,35,36,0.875823736
39,36,37,1.351200839
39,37,38,0.568293584
39,38,39,0.802439481
39,39,40,0.887891383
39,40,41,0.752180235
39,41,42,0.19384008
39,42,43,0
39,43,44,0
39,44,45,0
39,45,46,0
39,46,47,0
39,47,48,0
39,48,49,0
39,49,50,0
39,50,51,0
39,51,52,0
39,52,53,0
39,53,54,0
39,54,55,0
39,55,56,0
39,56,57,0
39,57,58,0
39,58,59,0
39,59,60,0
39,60,61,0
4,0,1,0
4,1,2,0
4,2,3,0
4,3,4,0
4,4,5,0
4,5,6,0
4,6,7,0
4,7,8,0
4,8,9,0
4,9,10,0
4,10,11,0
4,11,12,0
4,12,13,0
4,13,14,0
4,14,15,0
4,15,16,0
4,16,17,0
4,17,18,0
4,18,19,0
4,19,20,0
4,20,21,0
4,21,22,0
4,22,23,0
4,23,24,0
4,24,25,0
4,25,26,0
4,26,27,0
4,27,28,0
4,28,29,0
4,29,30,0
4,30,31,0
4,31,32,0
4,32,33,0
4,33,34,0
4,34,35,0
4,35,36,0
4,36,37,0
4,37,38,0
4,38,39,0
4,39,40,0
4,40,41,0
4,41,42,0
4,42,43,0
4,43,44,0
4,44,45,0
4,45,46,1.462032688
4,46,47,2.055860346
4,47,48,4.446125754
4,48,49,4.056484858
4,49,50,5.42300614
4,50,51,2.940703093
4,51,52,3.23374756
4,52,53,2.771935188
4,53,54,1.949399819
4,54,55,1.365987991
4,55,56,1.88541531
4,56,57,3.349960652
4,57,58,1.867262604
4,58,59,2.056474235
4,59,60,1.401047358
4,60,61,1.236767499
4,61,62,0.597620417
4,62,63,0.909412904
4,63,64,0.424296384
4,64,65,0.52532106
4,65,66,0.91429052
4,66,67,0.65524545
4,67,68,0.699645193
4,68,69,1.332602837
4,69,70,0.556900488
4,70,71,0.244239908
4,71,72,0
4,72,73,0
4,73,74,0
4,74,75,0
4,75,76,0
4,76,77,0
4,77,78,0
4,78,79,0
4,79,80,0
4,80,81,0
4,81,82,0
4,82,83,0
4,83,84,0
4,84,85,0
4,85,86,0
4,86,87,0
4,87,88,0
4,88,89,0
4,89,90,0
4,90,91,0
4,91,92,0
4,92,93,0
4,93,94,0
4,94,95,0
4,95,96,0
4,96,97,0
4,97,98,0
4,98,99,0
41,0,1,0
41,1,2,0
41,2,3,0
41,3,4,0
41,4,5,0
41,5,6,0
41,6,7,0
41,7,8,0
41,8,9,0
41,9,10,0
41,10,11,0
41,11,12,0
41,12,13,0
41,13,14,0
41,14,15,0
41,15,16,0.669186353
41,16,17,0.954428859
41,17,18,0.55691371
41,18,19,1.326009253
41,19,20,0.732131388
41,20,21,0.431231426
41,21,22,0
41,22,23,0
41,23,24,0
41,24,25,0
41,25,26,0
41,26,27,0
41,27,28,0
41,28,29,0
41,29,30,0
41,30,31,0
41,31,32,0
41,32,33,0
41,33,34,0
